"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not compatible fields","動作区分/Behavior Type","日本語表示値/Japanese display values","英語表示値/English display values","備考/Note"
"ALL_CONV_RATE","コンバージョン率（全て）","Conv. rate (all)","allConvRate","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"ALL_CONV_VALUE","コンバージョンの価値（全て）","Conv. value (all)","allConvValue","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"COST_PER_ALL_CONV","コスト/コンバージョン数（全て）","Cost/conv. (all)","costPerAllConv","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"VALUE_PER_ALL_CONV","コンバージョンの価値（全て）/コンバージョン数（全て）","Conv. value (all)/conv. (all)","valuePerAllConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"CROSS_DEVICE_CONVERSIONS","クロスデバイスコンバージョン数","Cross-device conv.","crossDeviceConversions","DOUBLE","","Metric","","","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"ADGROUP_TRACKING_ID","広告グループトラッキングID","Ad group tracking ID","adgroupTrackingID","LONG","","Attribute","","",""
"NETWORK","広告を表示する検索画面","Show ads on","network","ENUM","","Segment","ウェブサイト検索,その他の検索,その他","Search site,Other searches,Other",""
"CLICK_TYPE","クリック種別","ClickType","clickType","ENUM","[ABSOLUTE_TOP_IMPRESSION_PERCENTAGE, TOP_IMPRESSION_PERCENTAGE]","Segment","電話番号,クイックリンク,広告,その他","Call,Quick link,Ad,Other",""
"DEVICE","デバイス","Device","device","ENUM","","Segment","PC,スマートフォン,タブレット,その他","PC,Smartphone,Tablet,Other",""
"DAY","日","Day","day","STRING","","Segment","","",""
"DAY_OF_WEEK","曜日","Day of the week","dayOfWeek","ENUM","","Segment","月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,その他","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Other",""
"QUARTER","四半期","Quarter","quarter","STRING","","Segment","","",""
"YEAR","年","Year","year","STRING","","Segment","","",""
"MONTH","毎月","Month","month","STRING","[MONTH_OF_YEAR]","Segment","","",""
"MONTH_OF_YEAR","月","Month of Year","monthofYear","ENUM","[ABSOLUTE_TOP_IMPRESSION_PERCENTAGE, AD_KEYWORD_ID, ALL_CONV, ALL_CONV_RATE, ALL_CONV_VALUE, ALL_CONV_VALUE_PER_COST, CONVERSIONS, CONV_RATE, CONV_VALUE, CONV_VALUE_PER_COST, COST_PER_ALL_CONV, COST_PER_CONV, MONTH, TOP_IMPRESSION_PERCENTAGE, VALUE_PER_ALL_CONV, VALUE_PER_CONV]","Segment","1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,その他","January,February,March,April,May,June,July,August,September,October,November,December,Other",""
"WEEK","週（月～日）","Week (Mon-Sun)","week","STRING","","Segment","","",""
"OBJECT_OF_CONVERSION_TRACKING","コンバージョン測定の目的","Conversion Tracking Purpose","objectiveOfConversionTracking","ENUM","[ABSOLUTE_TOP_IMPRESSION_PERCENTAGE, ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, CLICKS, CLICK_RATE, CONV_RATE, CONV_VALUE_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, IMPS, TOP_IMPRESSION_PERCENTAGE]","Segment","購入/販売,見積もりのリクエスト,予約,お申し込み,架電,連絡先,カートに追加,決済の開始,定期購入,実店舗に来店,実店舗で購入,主要なページの閲覧,ルート・乗換案内,見込み客のフォーム送信,ダウンロード,タグの発火,離脱クリック,データのインポート,有望な見込み客,取引歴のある見込み客,その他","Purchase / Sales,Request a quote,Reservation,Application,Phone call leads,Contact,Add to cart,Begin checkout,Subscription,Store visits,Store sales,Page Access,Route / transfer information,Form submission by prospect,Download,Engagements,Withdrawal click,Imported leads,Qualified leads,Converted leads,Other",""
"CONVERSION_NAME","コンバージョン名","Conversion name","conversionName","STRING","[ABSOLUTE_TOP_IMPRESSION_PERCENTAGE, ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, CLICKS, CLICK_RATE, CONV_RATE, CONV_VALUE_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, IMPS, TOP_IMPRESSION_PERCENTAGE]","Segment","","",""
"AD_KEYWORD_ID","キーワードID","Keyword ID","adKeywordID","LONG","[MONTH_OF_YEAR]","Segment","","",""
"TITLE1","タイトル1","Title1","title1","STRING","","Attribute","","",""
"TITLE2","タイトル2","Title2","title2","STRING","","Attribute","","",""
"TITLE3","タイトル3","Title3","title3","STRING","","Attribute","","",""
"DIRECTORY1","ディレクトリ1","Directory1","directory1","STRING","","Attribute","","",""
"DIRECTORY2","ディレクトリ2","Directory2","directory2","STRING","","Attribute","","",""
"LABELS","ラベル","Label","label","STRING","","Attribute","","",""
"LABELS_JSON","ラベル(JSON)","Labels(JSON)","labelsJson","STRING","","Attribute","","",""
"ABSOLUTE_TOP_IMPRESSION_PERCENTAGE","インプレッションにおけるページ最上部の割合","Search absolute top impression rate","absoluteTopImpressionPercentage","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"TOP_IMPRESSION_PERCENTAGE","インプレッションにおけるページ上部の割合","Search top impression rate","topImpressionPercentage","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"CONV_VALUE_PER_COST","コンバージョンの価値/コスト","Conv. value/cost","convValuePerCost","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"ALL_CONV_VALUE_PER_COST","コンバージョンの価値（全て）/コスト","Conv. value (all)/cost","allConvValuePerCost","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"ASSET_TITLE1","アセット（タイトル1）","Asset (title1)","assetTitle1","STRING","","Attribute","","",""
"ASSET_TITLE2","アセット（タイトル2）","Asset (title2)","assetTitle2","STRING","","Attribute","","",""
"ASSET_TITLE3","アセット（タイトル3）","Asset (title3)","assetTitle3","STRING","","Attribute","","",""
"ASSET_TITLE4","アセット（タイトル4）","Asset (title4)","assetTitle4","STRING","","Attribute","","",""
"ASSET_TITLE5","アセット（タイトル5）","Asset (title5)","assetTitle5","STRING","","Attribute","","",""
"ASSET_TITLE6","アセット（タイトル6）","Asset (title6)","assetTitle6","STRING","","Attribute","","",""
"ASSET_TITLE7","アセット（タイトル7）","Asset (title7)","assetTitle7","STRING","","Attribute","","",""
"ASSET_TITLE8","アセット（タイトル8）","Asset (title8)","assetTitle8","STRING","","Attribute","","",""
"ASSET_TITLE9","アセット（タイトル9）","Asset (title9)","assetTitle9","STRING","","Attribute","","",""
"ASSET_TITLE10","アセット（タイトル10）","Asset (title10)","assetTitle10","STRING","","Attribute","","",""
"ASSET_TITLE11","アセット（タイトル11）","Asset (title11)","assetTitle11","STRING","","Attribute","","",""
"ASSET_TITLE12","アセット（タイトル12）","Asset (title12)","assetTitle12","STRING","","Attribute","","",""
"ASSET_TITLE13","アセット（タイトル13）","Asset (title13)","assetTitle13","STRING","","Attribute","","",""
"ASSET_TITLE14","アセット（タイトル14）","Asset (title14)","assetTitle14","STRING","","Attribute","","",""
"ASSET_TITLE15","アセット（タイトル15）","Asset (title15)","assetTitle15","STRING","","Attribute","","",""
"ASSET_DESCRIPTION1","アセット（説明文1）","Asset (description1)","assetDescription1","STRING","","Attribute","","",""
"ASSET_DESCRIPTION2","アセット（説明文2）","Asset (description2)","assetDescription2","STRING","","Attribute","","",""
"ASSET_DESCRIPTION3","アセット（説明文3）","Asset (description3)","assetDescription3","STRING","","Attribute","","",""
"ASSET_DESCRIPTION4","アセット（説明文4）","Asset (description4)","assetDescription4","STRING","","Attribute","","",""
"AD_STRENGTH","広告アセットの充実度","Ad strength","adStrength","ENUM","","Attribute","非常に高い,高い,平均的,低い,保留,-","Excellent,Good,Average,Poor,Pending,-",""
"AB_TEST_USAGE","A/Bテスト利用","A/B test usage","abTestUsage","ENUM","","Attribute","テスト元のキャンペーン,テストキャンペーン,対象外","Original campaign,Test campaign,Not applicable",""
