"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not compatible fields","動作区分/Behavior Type","日本語表示値/Japanese display values","英語表示値/English display values","備考/Note"
"COST_PER_CONV","コスト/コンバージョン数","Cost Per Conv.","costPerConv","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"VALUE_PER_CONV","価値/コンバージョン数","Value Per Conv.","valuePerConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"ALL_CONV","すべてのコンバージョン数","All Conv.","allConv","DOUBLE","[IS_SELF_ACTION, MONTH_OF_YEAR]","Metric","","",""
"ALL_CONV_RATE","すべてのコンバージョン率","All Conv. Rate","allConvRate","DOUBLE","[CONVERSION_NAME, IS_SELF_ACTION, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"ALL_CONV_VALUE","すべてのコンバージョンの価値","All Conv. Value","allConvValue","DOUBLE","[IS_SELF_ACTION, MONTH_OF_YEAR]","Metric","","",""
"COST_PER_ALL_CONV","コスト/すべてのコンバージョン数","Cost Per All Conv.","costPerAllConv","DOUBLE","[CONVERSION_NAME, IS_SELF_ACTION, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"VALUE_PER_ALL_CONV","価値/すべてのコンバージョン数","Value Per All Conv.","valuePerAllConv","DOUBLE","[ATTRIBUTE_VALUES, ATTRIBUTE_VALUES_JSON, CALLOUT, FINAL_URL, FINAL_URL_SMARTPHONE, IS_SELF_ACTION, MONTH_OF_YEAR, PHONE_NUMBER, PLACEHOLDER_TYPE, QUICK_LINK_TEXT, QUICK_LINK_URL, SITELINK_FEED_ITEM_LINE1, SITELINK_FEED_ITEM_LINE2, TRACKING_URL]","Metric","","",""
"CROSS_DEVICE_CONVERSIONS","デバイスをまたいだコンバージョン数","Conversions across devices","crossDeviceConversions","DOUBLE","[IS_SELF_ACTION]","Metric","","","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"CAMPAIGN_TRACKING_ID","キャンペーントラッキングID","Campaign Tracking ID","campaignTrackingID","LONG","","Attribute","","",""
"ADGROUP_TRACKING_ID","広告グループトラッキングID","Ad Group Tracking ID","adgroupTrackingID","LONG","","Attribute","","",""
"AD_TRACKING_ID","広告トラッキングID","Ad Tracking ID","adTrackingID","LONG","","Attribute","","",""
"FEED_ITEM_TRACKING_ID","広告表示オプショントラッキングID","Ad Display Option Tracking ID","adDisplayOptionTrackingID","LONG","","Attribute","","",""
"NETWORK","広告掲載方式の指定","Network","network","ENUM","","Segment","ウェブ検索,その他の広告掲載方式,その他","Web Search,All Ad Distribution,Other",""
"ATTRIBUTE_VALUES","広告表示オプションの詳細","Ad Display Option Detail","attributeValues","STRING","[DAY_OF_WEEK, VALUE_PER_ALL_CONV]","Attribute","","",""
"ATTRIBUTE_VALUES_JSON","広告表示オプションの詳細(JSON)","Ad Display Option Detail (JSON)","attributeValuesJson","STRING","[DAY_OF_WEEK, VALUE_PER_ALL_CONV]","Attribute","","",""
"CLICK_TYPE","クリック種別","ClickType","clickType","ENUM","[IS_SELF_ACTION]","Segment","電話番号,クイックリンク,メイン広告,その他","PhoneCalls,QuickLinks,Ad,Other",""
"DEVICE","デバイス","Device","device","ENUM","","Segment","PC,スマートフォン,タブレット,その他","PC,Smartphone,Tablet,Other",""
"DAY","日","Day","day","STRING","","Segment","","",""
"DAY_OF_WEEK","曜日","Day of week","dayOfWeek","ENUM","[ATTRIBUTE_VALUES, ATTRIBUTE_VALUES_JSON, CALLOUT, FINAL_URL, FINAL_URL_SMARTPHONE, IS_SELF_ACTION, PHONE_NUMBER, PLACEHOLDER_TYPE, QUICK_LINK_TEXT, QUICK_LINK_URL, SITELINK_FEED_ITEM_LINE1, SITELINK_FEED_ITEM_LINE2, TRACKING_URL]","Segment","月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,その他","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Other",""
"QUARTER","四半期","Quarter","quarter","STRING","","Segment","","",""
"YEAR","年間","Year","year","STRING","","Segment","","",""
"MONTH","毎月","Month","month","STRING","[MONTH_OF_YEAR]","Segment","","",""
"MONTH_OF_YEAR","月","Month of Year","monthofYear","ENUM","[ALL_CONV, ALL_CONV_RATE, ALL_CONV_VALUE, ALL_CONV_VALUE_PER_COST, CONVERSIONS, CONV_RATE, CONV_VALUE, CONV_VALUE_PER_COST, COST_PER_ALL_CONV, COST_PER_CONV, MONTH, VALUE_PER_ALL_CONV, VALUE_PER_CONV]","Segment","1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,その他","January,February,March,April,May,June,July,August,September,October,November,December,Other",""
"WEEK","毎週","Week","week","STRING","","Segment","","",""
"OBJECT_OF_CONVERSION_TRACKING","コンバージョン測定の目的","Objective of Conversion Tracking","objectiveOfConversionTracking","ENUM","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, CLICKS, CLICK_RATE, CONV_RATE, CONV_VALUE_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, IMPS, IS_SELF_ACTION]","Segment","購入/販売,見積もりのリクエスト,予約,お申し込み,架電,連絡先,カートに追加,決済の開始,定期購入,実店舗に来店,実店舗で購入,主要なページの閲覧,ルート・乗換案内,見込み客のフォーム送信,ダウンロード,タグの発火,離脱クリック,データのインポート,有望な見込み客,取引歴のある見込み客,その他","Purchase / Sales,Request a quote,Reservation,Application,Phone call leads,Contact,Add to cart,Begin checkout,Subscription,Store visits,Store sales,Page Access,Route / transfer information,Form submission by prospect,Download,Engagements,Withdrawal click,Imported leads,Qualified leads,Converted leads,Other",""
"CONVERSION_NAME","コンバージョン名","Conversion Name","conversionName","STRING","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, CLICKS, CLICK_RATE, CONV_RATE, CONV_VALUE_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, IMPS, IS_SELF_ACTION]","Segment","","",""
"IS_SELF_ACTION","当該の広告表示オプションとその他","Is Self Action","isSelfAction","ENUM","[ALL_CONV, ALL_CONV_RATE, ALL_CONV_VALUE, ALL_CONV_VALUE_PER_COST, CLICK_TYPE, CONVERSION_NAME, COST_PER_ALL_CONV, CROSS_DEVICE_CONVERSIONS, DAY_OF_WEEK, OBJECT_OF_CONVERSION_TRACKING, VALUE_PER_ALL_CONV]","Segment","当該の広告表示オプション,その他","This extension,Other",""
"CONV_VALUE_PER_COST","コンバージョンの価値/コスト","Conv. Value Per Cost","convValuePerCost","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"ALL_CONV_VALUE_PER_COST","すべてのコンバージョンの価値/コスト","All Conv. Value Per Cost","allConvValuePerCost","DOUBLE","[CONVERSION_NAME, IS_SELF_ACTION, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SITELINK_FEED_ITEM_LINE1","クイックリンク説明文1","QuickLink Description 1","sitelinkFeedItemLine1","STRING","[DAY_OF_WEEK, VALUE_PER_ALL_CONV]","Attribute","","",""
"SITELINK_FEED_ITEM_LINE2","クイックリンク説明文2","QuickLink Description 2","sitelinkFeedItemLine2","STRING","[DAY_OF_WEEK, VALUE_PER_ALL_CONV]","Attribute","","",""
"FEED_ITEM_ATTRIBUTES","データ自動挿入リスト","Data Assignment List","dataAssignmentList","STRING","","Attribute","","",""
"TARGET_LOCATION_NAME","ターゲット地域","Target Location","targetLocation","STRING","","Attribute","","",""
"KEYWORD_TARGETING_TEXT","設定先キーワード","Target Keyword","targetKeywordText","STRING","","Attribute","","",""
"KEYWORD_TARGETING_MATCH_TYPE","設定先キーワードマッチタイプ","Target Keyword Match Type","targetKeywordMatchType","ENUM","","Attribute","完全一致,フレーズ一致,部分一致,その他","EXACT,PHRASE,BROAD,Other",""
"TARGETING_CAMPAIGN_ID","設定先キャンペーンID","Target Campaign ID","targetCampaignID","LONG","","Attribute","","",""
"TARGETING_ADGROUP_ID","設定先広告グループID","Target Ad Group ID","targetAdGroupID","LONG","","Attribute","","",""
"TARGET_LOCATION_RESTRICTION","ターゲット地域の制限","Target Location Restriction","targetLocationRestriction","ENUM","","Attribute","ユーザーの所在地,その他","Location of user,Other",""
