"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not compatible fields","動作区分/Behavior Type","日本語表示値/Japanese display values","英語表示値/English display values","備考/Note"
"UPPER_BID_LIMIT_OF_TARGET_ROAS","入札価格の上限（広告費用対効果の目標値）","Bid Limit (Target ROAS)","bidLimitForTargetRoas","LONG","","Attribute","","","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"LOWER_BID_LIMIT_OF_TARGET_ROAS","入札価格の下限（広告費用対効果の目標値）","Lower Bid Limit (Target ROAS)","lowerBidLimitForTargetRoas","LONG","","Attribute","","","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"UPPER_BID_LIMIT_OF_MAXIMIZE_CLICKS","入札価格の上限（クリック数の最大化）","Bid Limit (Maximize Clicks)","bidLimitForMaximizeClicks","LONG","","Attribute","","","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"CONVERSIONS","コンバージョン数","Conversions","conversions","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"CONV_RATE","コンバージョン率","Conv. Rate","convRate","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"CONV_VALUE","コンバージョンの価値","Conv. Value","convValue","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"COST_PER_CONV","コスト/コンバージョン数","Cost Per Conv.","costPerConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"VALUE_PER_CONV","価値/コンバージョン数","Value Per Conv.","valuePerConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"ALL_CONV","すべてのコンバージョン数","All Conv.","allConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"ALL_CONV_RATE","すべてのコンバージョン率","All Conv. Rate","allConvRate","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"ALL_CONV_VALUE","すべてのコンバージョンの価値","All Conv. Value","allConvValue","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"COST_PER_ALL_CONV","コスト/すべてのコンバージョン数","Cost Per All Conv.","costPerAllConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"VALUE_PER_ALL_CONV","価値/すべてのコンバージョン数","Value Per All Conv.","valuePerAllConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"CROSS_DEVICE_CONVERSIONS","デバイスをまたいだコンバージョン数","Conversions across devices","crossDeviceConversions","DOUBLE","[HOUR_OF_DAY]","Metric","","","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"DEVICE","デバイス","Device","device","ENUM","","Segment","PC,スマートフォン,タブレット,その他","PC,Smartphone,Tablet,Other",""
"DAY","日","Day","day","STRING","","Segment","","",""
"DAY_OF_WEEK","曜日","Day of week","dayOfWeek","ENUM","","Segment","月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,その他","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Other",""
"QUARTER","四半期","Quarter","quarter","STRING","","Segment","","",""
"YEAR","年間","Year","year","STRING","","Segment","","",""
"MONTH","毎月","Month","month","STRING","[MONTH_OF_YEAR]","Segment","","",""
"MONTH_OF_YEAR","月","Month of Year","monthofYear","ENUM","[ALL_CONV, ALL_CONV_RATE, ALL_CONV_VALUE, ALL_CONV_VALUE_PER_COST, CONVERSIONS, CONV_RATE, CONV_VALUE, CONV_VALUE_PER_COST, COST_PER_ALL_CONV, COST_PER_CONV, MONTH, VALUE_PER_ALL_CONV, VALUE_PER_CONV]","Segment","1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,その他","January,February,March,April,May,June,July,August,September,October,November,December,Other",""
"WEEK","毎週","Week","week","STRING","","Segment","","",""
"HOUR_OF_DAY","時間","Hour of day","hourofday","LONG","[CROSS_DEVICE_CONVERSIONS]","Segment","","",""
"CONV_VALUE_PER_COST","コンバージョンの価値/コスト","Conv. Value Per Cost","convValuePerCost","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"ALL_CONV_VALUE_PER_COST","すべてのコンバージョンの価値/コスト","All Conv. Value Per Cost","allConvValuePerCost","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
