"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not compatible fields","動作区分/Behavior Type","日本語表示値/Japanese display values","英語表示値/English display values","備考/Note"
"FINAL_URL_SMARTPHONE","スマートフォン向けURL","Smartphone final URL","finalURLSmartphone","STRING","","Attribute","","",""
"CONVERSIONS","コンバージョン数","Conversions","conversions","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"CONV_RATE","コンバージョン率","Conv. Rate","convRate","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"CONV_VALUE","コンバージョンの価値","Conv. Value","convValue","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"COST_PER_CONV","コスト/コンバージョン数","Cost Per Conv.","costPerConv","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"VALUE_PER_CONV","価値/コンバージョン数","Value Per Conv.","valuePerConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"ALL_CONV","すべてのコンバージョン数","All Conv.","allConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"ALL_CONV_RATE","すべてのコンバージョン率","All Conv. Rate","allConvRate","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"ALL_CONV_VALUE","すべてのコンバージョンの価値","All Conv. Value","allConvValue","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"COST_PER_ALL_CONV","コスト/すべてのコンバージョン数","Cost Per All Conv.","costPerAllConv","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"VALUE_PER_ALL_CONV","価値/すべてのコンバージョン数","Value Per All Conv.","valuePerAllConv","DOUBLE","[MONTH_OF_YEAR]","Metric","","",""
"CROSS_DEVICE_CONVERSIONS","デバイスをまたいだコンバージョン数","Conversions across devices","crossDeviceConversions","DOUBLE","","Metric","","","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"CAMPAIGN_TRACKING_ID","キャンペーントラッキングID","Campaign Tracking ID","campaignTrackingID","LONG","","Attribute","","",""
"ADGROUP_TRACKING_ID","広告グループトラッキングID","Ad Group Tracking ID","adgroupTrackingID","LONG","","Attribute","","",""
"KEYWORD_TRACKING_ID","キーワードトラッキングID","Keyword Tracking ID","keywordTrackingID","LONG","","Attribute","","",""
"NETWORK","広告を表示する検索画面","Show ads on","network","ENUM","[HISTORICAL_CREATIVE_QUALITY_SCORE, HISTORICAL_LANDING_PAGE_QUALITY_SCORE, HISTORICAL_QUALITY_SCORE, HISTORICAL_SEARCH_PREDICTED_CTR]","Segment","ウェブサイト検索,その他の検索,その他","Search site,Other searches,Other",""
"CLICK_TYPE","クリック種別","ClickType","clickType","ENUM","[ABSOLUTE_TOP_IMPRESSION_PERCENTAGE, EXACT_MATCH_IMPRESSION_SHARE, HISTORICAL_CREATIVE_QUALITY_SCORE, HISTORICAL_LANDING_PAGE_QUALITY_SCORE, HISTORICAL_QUALITY_SCORE, HISTORICAL_SEARCH_PREDICTED_CTR, IMPRESSION_SHARE, QUALITY_LOST_IMPRESSION_SHARE, SEARCH_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_BUDGET_LOST_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_BUDGET_LOST_TOP_IMPRESSION_SHARE, SEARCH_RANK_LOST_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_RANK_LOST_TOP_IMPRESSION_SHARE, SEARCH_TOP_IMPRESSION_SHARE, TOP_IMPRESSION_PERCENTAGE]","Segment","電話番号,クイックリンク,広告,その他","PhoneCalls,QuickLinks,Ad,Other",""
"DEVICE","デバイス","Device","device","ENUM","[HISTORICAL_CREATIVE_QUALITY_SCORE, HISTORICAL_LANDING_PAGE_QUALITY_SCORE, HISTORICAL_QUALITY_SCORE, HISTORICAL_SEARCH_PREDICTED_CTR]","Segment","PC,スマートフォン,タブレット,その他","PC,Smartphone,Tablet,Other",""
"DAY","日","Day","day","STRING","","Segment","","",""
"DAY_OF_WEEK","曜日","Day of week","dayOfWeek","ENUM","[HISTORICAL_CREATIVE_QUALITY_SCORE, HISTORICAL_LANDING_PAGE_QUALITY_SCORE, HISTORICAL_QUALITY_SCORE, HISTORICAL_SEARCH_PREDICTED_CTR]","Segment","月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,その他","Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Other",""
"QUARTER","四半期","Quarter","quarter","STRING","","Segment","","",""
"YEAR","年間","Year","year","STRING","","Segment","","",""
"MONTH","毎月","Month","month","STRING","[MONTH_OF_YEAR]","Segment","","",""
"MONTH_OF_YEAR","月","Month of Year","monthofYear","ENUM","[ABSOLUTE_TOP_IMPRESSION_PERCENTAGE, ALL_CONV, ALL_CONV_RATE, ALL_CONV_VALUE, ALL_CONV_VALUE_PER_COST, CONVERSIONS, CONV_RATE, CONV_VALUE, CONV_VALUE_PER_COST, COST_PER_ALL_CONV, COST_PER_CONV, EXACT_MATCH_IMPRESSION_SHARE, IMPRESSION_SHARE, MONTH, QUALITY_LOST_IMPRESSION_SHARE, SEARCH_BUDGET_LOST_TOP_IMPRESSION_SHARE, SEARCH_RANK_LOST_TOP_IMPRESSION_SHARE, SEARCH_TOP_IMPRESSION_SHARE, TOP_IMPRESSION_PERCENTAGE, VALUE_PER_ALL_CONV, VALUE_PER_CONV]","Segment","1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,その他","January,February,March,April,May,June,July,August,September,October,November,December,Other",""
"WEEK","毎週","Week","week","STRING","","Segment","","",""
"OBJECT_OF_CONVERSION_TRACKING","コンバージョン測定の目的","Objective of Conversion Tracking","objectiveOfConversionTracking","ENUM","[ABSOLUTE_TOP_IMPRESSION_PERCENTAGE, ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, CLICKS, CLICK_RATE, CONV_RATE, CONV_VALUE_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, EXACT_MATCH_IMPRESSION_SHARE, HISTORICAL_CREATIVE_QUALITY_SCORE, HISTORICAL_LANDING_PAGE_QUALITY_SCORE, HISTORICAL_QUALITY_SCORE, HISTORICAL_SEARCH_PREDICTED_CTR, IMPRESSION_SHARE, IMPS, QUALITY_LOST_IMPRESSION_SHARE, SEARCH_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_BUDGET_LOST_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_BUDGET_LOST_TOP_IMPRESSION_SHARE, SEARCH_RANK_LOST_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_RANK_LOST_TOP_IMPRESSION_SHARE, SEARCH_TOP_IMPRESSION_SHARE, TOP_IMPRESSION_PERCENTAGE]","Segment","購入/販売,見積もりのリクエスト,予約,お申し込み,架電,連絡先,カートに追加,決済の開始,定期購入,実店舗に来店,実店舗で購入,主要なページの閲覧,ルート・乗換案内,見込み客のフォーム送信,ダウンロード,タグの発火,離脱クリック,データのインポート,有望な見込み客,取引歴のある見込み客,その他","Purchase / Sales,Request a quote,Reservation,Application,Phone call leads,Contact,Add to cart,Begin checkout,Subscription,Store visits,Store sales,Page Access,Route / transfer information,Form submission by prospect,Download,Engagements,Withdrawal click,Imported leads,Qualified leads,Converted leads,Other",""
"CONVERSION_NAME","コンバージョン名","Conversion Name","conversionName","STRING","[ABSOLUTE_TOP_IMPRESSION_PERCENTAGE, ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, CLICKS, CLICK_RATE, CONV_RATE, CONV_VALUE_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, EXACT_MATCH_IMPRESSION_SHARE, HISTORICAL_CREATIVE_QUALITY_SCORE, HISTORICAL_LANDING_PAGE_QUALITY_SCORE, HISTORICAL_QUALITY_SCORE, HISTORICAL_SEARCH_PREDICTED_CTR, IMPRESSION_SHARE, IMPS, QUALITY_LOST_IMPRESSION_SHARE, SEARCH_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_BUDGET_LOST_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_BUDGET_LOST_TOP_IMPRESSION_SHARE, SEARCH_RANK_LOST_ABSOLUTE_TOP_IMPRESSION_SHARE, SEARCH_RANK_LOST_TOP_IMPRESSION_SHARE, SEARCH_TOP_IMPRESSION_SHARE, TOP_IMPRESSION_PERCENTAGE]","Segment","","",""
"LABELS","ラベル","Labels","labels","STRING","","Attribute","","",""
"LABELS_JSON","ラベル(JSON)","Labels(JSON)","labelsJson","STRING","","Attribute","","",""
"ABSOLUTE_TOP_IMPRESSION_PERCENTAGE","インプレッションにおけるページ最上部の割合","Search absolute top impression rate","absoluteTopImpressionPercentage","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"TOP_IMPRESSION_PERCENTAGE","インプレッションにおけるページ上部の割合","Search top impression rate","topImpressionPercentage","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SEARCH_ABSOLUTE_TOP_IMPRESSION_SHARE","ページ最上部のインプレッションシェア","Search absolute top impression share","searchAbsoluteTopImpressionShare","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SEARCH_TOP_IMPRESSION_SHARE","ページ上部のインプレッションシェア","Search top impression share","searchTopImpressionShare","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SEARCH_BUDGET_LOST_ABSOLUTE_TOP_IMPRESSION_SHARE","ページ最上部のインプレッション損失率（予算）","Search lost absolute top impression share (budget)","searchBudgetLostAbsoluteTopImpressionShare","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SEARCH_RANK_LOST_ABSOLUTE_TOP_IMPRESSION_SHARE","ページ最上部のインプレッション損失率（掲載順位）","Search lost absolute top impression share (rank)","searchRankLostAbsoluteTopImpressionShare","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SEARCH_BUDGET_LOST_TOP_IMPRESSION_SHARE","ページ上部のインプレッション損失率（予算）","Search lost top impression share (budget)","searchBudgetLostTopImpressionShare","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SEARCH_RANK_LOST_TOP_IMPRESSION_SHARE","ページ上部のインプレッション損失率（掲載順位）","Search lost top impression share (rank)","searchRankLostTopImpressionShare","DOUBLE","[CLICK_TYPE, CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SYSTEM_SERVING_STATUS","キーワードの状況","Keyword status","keywordStatus","ENUM","","Attribute","掲載,検索数が少ない,その他","Active,Low search volume,Other",""
"CONV_VALUE_PER_COST","コンバージョンの価値/コスト","Conv. Value Per Cost","convValuePerCost","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"ALL_CONV_VALUE_PER_COST","すべてのコンバージョンの価値/コスト","All Conv. Value Per Cost","allConvValuePerCost","DOUBLE","[CONVERSION_NAME, MONTH_OF_YEAR, OBJECT_OF_CONVERSION_TRACKING]","Metric","","",""
"SEARCH_PREDICTED_CTR","推定クリック値","Expected CTR","searchPredictedCtr","ENUM","","Attribute","平均より上,平均値,平均より下","Above average,Average,Below average","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"HISTORICAL_QUALITY_SCORE","品質インデックス（履歴）","Quality index (hist.)","historicalQualityScore","LONG","[CLICK_TYPE, CONVERSION_NAME, DAY_OF_WEEK, DEVICE, NETWORK, OBJECT_OF_CONVERSION_TRACKING]","Metric","","","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"HISTORICAL_SEARCH_PREDICTED_CTR","推定クリック値（履歴）","Expected CTR (hist.)","historicalSearchPredictedCtr","ENUM","[CLICK_TYPE, CONVERSION_NAME, DAY_OF_WEEK, DEVICE, NETWORK, OBJECT_OF_CONVERSION_TRACKING]","Metric","平均より上,平均値,平均より下","Above average,Average,Below average","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"CREATIVE_QUALITY_SCORE","広告の関連性","Ad relevance","creativeQualityScore","ENUM","","Attribute","平均より上,平均値,平均より下","Above average,Average,Below average","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"HISTORICAL_CREATIVE_QUALITY_SCORE","広告の関連性（履歴）","Ad relevance (hist.)","historicalCreativeQualityScore","ENUM","[CLICK_TYPE, CONVERSION_NAME, DAY_OF_WEEK, DEVICE, NETWORK, OBJECT_OF_CONVERSION_TRACKING]","Metric","平均より上,平均値,平均より下","Above average,Average,Below average","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"POST_CLICK_QUALITY_SCORE","ランディングページの利便性","Landing page experience","postClickQualityScore","ENUM","","Attribute","平均より上,平均値,平均より下","Above average,Average,Below average","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
"HISTORICAL_LANDING_PAGE_QUALITY_SCORE","ランディングページの利便性（履歴）","Landing page experience (hist.)","historicalLandingPageQualityScore","ENUM","[CLICK_TYPE, CONVERSION_NAME, DAY_OF_WEEK, DEVICE, NETWORK, OBJECT_OF_CONVERSION_TRACKING]","Metric","平均より上,平均値,平均より下","Above average,Average,Below average","データ取得出来ない場合、値は空文字が設定されます/When the data cannot be retrieved, the value is set to a blank"
